custom_id,label_x,cause,effect,original_row_id,climate,health,intersection,date,text,replies,link,handle,n_replies,n_reposts,n_likes,n_bookmarks,n_views,language,text_en,original_row_id.1,name,Portfolio,Term Start,Term End,personal_twitter,institutional_twitter,label_y
1298,0,,,60346,1,0,0,2023-10-09,"Enjoyed chatting with 
@currys
 staff in Nottingham about the long-term decisions I'm taking to build a brighter future.

From investing in hundreds of transport projects across the North and Midlands to reaching Net Zero in a pragmatic way, I'm determined to change our country.","1844 replies, 564 reposts, 2194 likes, 18 bookmarks, 1750503 views",https://x.com/RishiSunak/status/1711364044211294660/photo/1,RishiSunak,1844.0,564.0,2194.0,18.0,1750503.0,en,"Enjoyed chatting with 
@currys
 staff in Nottingham about the long-term decisions I'm taking to build a brighter future.

From investing in hundreds of transport projects across the North and Midlands to reaching Net Zero in a pragmatic way, I'm determined to change our country.",179978.0,,,,,,,1
1299,1,MEPs adopt new rules for the energy efficiency of buildings,significantly reduce greenhouse gas emissions & energy consumption in the EU construction industry by 2030 and to make the industry climate neutral by 2050,16553,1,0,0,2024-03-12," EP deputāti pieņem jaunus noteikumus ēku energoefektivitātei, lai līdz 2030. gadam ievērojami samazinātu siltumnīcefekta gāzu emisijas & energopatēriņu ES būvniecības nozarē un līdz 2050. gadam padarīt šo nozari klimatneitrālu. Plašāk  https://ej.uz/ēkuenergoefekt3kuenergoefektivit%C4%81te…","1 repost, 1 like, 301 views",https://x.com/Europarl_LV/status/1767604374530843089/photo/1,Europarl_LV,,1.0,1.0,,301.0,lv,MEPs adopt new rules for the energy efficiency of buildings to significantly reduce greenhouse gas emissions & energy consumption in the EU construction industry by 2030 and to make the industry climate by 2050. More https://ej.uz/KakeEnerGEEnerGeEnerGeenerGeEngEnTekt%C4%81Te…,,Latvia,,,,,@Europarl_LV,1
1300,1,conflicts; climate change,humanitarian needs have exploded,42688,1,0,0,2023-01-18,"Humanitarian needs around the  have exploded.

Key drivers remain conflicts; climate change is increasingly more devastating. 

The 
@EU_Commission
 2023 funding will continue to ensure that humanitarian aid is available for most vulnerable, no matter who and where they are.","3 replies, 19 reposts, 31 likes, 7916 views",https://x.com/JanezLenarcic/status/1615678650749259776/photo/1,JanezLenarcic,3.0,19.0,31.0,,7916.0,en,"Humanitarian needs around the  have exploded.

Key drivers remain conflicts; climate change is increasingly more devastating. 

The 
@EU_Commission
 2023 funding will continue to ensure that humanitarian aid is available for most vulnerable, no matter who and where they are.",125369.0,,,,,,,1
1301,0,,,37692,1,0,0,2023-11-11,"Parliament’s industry, research and energy committee has backed new rules for expanding and accelerating the development of the EU’s net-zero technologies such as batteries and solar panels and what's needed to produce them.

Find out more: https://europa.eu/!WJqbVg","41 replies, 20 reposts, 52 likes, 1 bookmark, 13591 views",https://x.com/Europarl_EN/status/1723396670996803733/photo/1,Europarl_EN,41.0,20.0,52.0,1.0,13591.0,en,"Parliament’s industry, research and energy committee has backed new rules for expanding and accelerating the development of the EU’s net-zero technologies such as batteries and solar panels and what's needed to produce them.

Find out more: https://europa.eu/!WJqbVg",,European Parliament,,,,,@Europarl_EN,1
1302,0,,,10076,1,0,0,2023-12-12,"In Beijing, we discussed with the Chinese leadership the full spectrum of EU-China relations and how to best manage our differences. 

Trade and investment, and the fight against climate change were top on the agenda.

Read my new blog post 

https://eeas.europa.eu/eeas/eu-china-summit-rivalry-and-partnership_en…","69 replies, 55 reposts, 87 likes, 7 bookmarks, 39129 views",https://x.com/JosepBorrellF/status/1734534429916221943/photo/1,JosepBorrellF,69.0,55.0,87.0,7.0,39129.0,en,"In Beijing, we discussed with the Chinese leadership the full spectrum of EU-China relations and how to best manage our differences. 

Trade and investment, and the fight against climate change were top on the agenda.

Read my new blog post 

https://eeas.europa.eu/eeas/eu-china-summit-rivalry-and-partnership_en…",,Josep Borrell,High Representative for Foreign Affairs,01/12/2019,30/11/2024,@JosepBorrellF,@EU_Commission,1
1303,0,,,1073,1,0,0,2023-12-19,"Si zamudil_a razpravo cikla Mladi za mlade, kjer smo se z gostoma pogovarjali o podnebnih spremembah, aktivnem državljanstvu in vplivu mladih na spremembe? Lahko si jo ogledaš tu  https://fb.watch/p1r58i11bD/",85 views,https://x.com/Europarl_SL/status/1737129836479472031/photo/1,Europarl_SL,,,,,85.0,sl,"Did you miss the discussion of the Youth Cycle for Youth, where we talked to our guests about climate change, active citizenship and the impact of young people on change? You can see it here https://fb.watch/p1r58i11bd/",,Slovenia,,,,,@Europarl_SL,1
1304,1,Climate change & environmental degradation,threaten the very existence of the world,64160,1,0,0,2022-04-22,"Η κλιματική αλλαγή & η υποβάθμιση του περιβάλλοντος απειλούν την ίδια την ύπαρξη του κόσμου.

Για να αντιμετωπιστούν αυτές οι προκλήσεις, η  Πράσινη Συμφωνία θα μετατρέψει την ΕΕ στην πρώτη κλιματικά ουδέτερη ήπειρο έως το 2050. 

#EarthDay  http://bit.ly/3OtB01y",,https://x.com/Europarl_CY/status/1517431539583406081/photo/1,Europarl_CY,,,,,,el,"Climate change & environmental degradation threaten the very existence of the world.

To meet these challenges, the green agreement will turn the EU into the first climate neutral continent by 2050. 

#Earthday http://bit.ly/3otb01y",,,,,,,,1
1305,1,the second coldest week in the last four years,gas consumption was about 7 percent higher than in previous years,129225,1,0,0,2022-12-20,"Minulý týden byl podle našich dat druhý nejchladnější za poslední čtyři roky. A pravdou je, že spotřeba plynu byla asi o 7 procent vyšší než v předešlých letech. Odpovídala však týdnům, kdy je průměrná teplota přibližně o pět stupňů vyšší.","4 replies, 7 reposts, 267 likes, 9087 views",,JozefSikela,4.0,7.0,267.0,,9087.0,cs,"Last week, according to our data, was the second coldest in the last four years. And the truth is that gas consumption was about 7 percent higher than in previous years. However, it corresponded to weeks when the average temperature was approximately five degrees higher.",,,,,,,,1
1306,1,Klima crisis,people in Austria and Greece have had to experience this painfully,6189,1,0,0,2023-12-05,"Die #Klimakrise ist real. 

Das haben die Menschen in #Österreich und #Griechenland diesen Sommer schmerzlich erfahren müssen. Um die Herausforderungen der Klimakrise zu meistern, sind internationale Zusammenarbeit und Solidarität entscheidend!","76 replies, 16 reposts, 70 likes, 2 bookmarks, 7928 views",,vanderbellen,76.0,16.0,70.0,2.0,7928.0,de,"The #Klima crisis is real. 

This summer people in #Austria and #Greece have had to experience this painfully. In order to master the challenges of the climate crisis, international cooperation and solidarity are crucial!",,Alexander Van der Bellen,,,,,,1
1307,0,,,252962,1,0,0,2022-11-18,"Danes sem se srečala s 
@tfajon
. Veselim se tesnega sodelovanja z 
@MZZRS
 pri izvajanju zun. politike RS. Izzivov pred  in  je veliko. Od povrnitve miru v Ukrajini do boja proti podnebnim spremembam. Glas Slovenije zunaj meja bo močan. Delali bova enotno, v dobro vseh nas.","76 replies, 16 reposts, 132 likes",,nmusar,76.0,16.0,132.0,,,sl,"I met with 
@tfajon
. I look forward to close cooperation with 
@MZZRS
 When performing ZUN. RS policies. Challenges before and there are many. From the restoration of peace in Ukraine to the fight against climate change. Slovenia's voice outside the borders will be strong. We will work uniformly, for the benefit of all of us.",,,,,,,,1
1308,1,Saving energy,fighting climate change and reducing EU energy dependency,73445,1,0,0,2022-12-01,Saving energy is key to fighting climate change and reducing EU energy dependency. Find out what MEPs are doing to reduce consumption: http://eptwitter.eu/q9YH,"14 replies, 16 reposts, 45 likes, 1 bookmark",https://x.com/Europarl_EN/status/1598390977219239942/photo/1,Europarl_EN,14.0,16.0,45.0,1.0,,en,Saving energy is key to fighting climate change and reducing EU energy dependency. Find out what MEPs are doing to reduce consumption: http://eptwitter.eu/q9YH,,,,,,,,1
1309,0,,,14547,1,0,0,2023-10-07,"Weekend recap ↓

Launch of investigation on subsidised electric cars from China
 http://europa.eu/!DGwTFJ
Agreement to massively reduce greenhouse gas emissions
 http://europa.eu/!Q64M3Y
Further support for Armenia
 http://europa.eu/!GwVgg9","26 replies, 26 reposts, 54 likes, 2 bookmarks, 38492 views",,EU_Commission,26.0,26.0,54.0,2.0,38492.0,en,"Weekend recap ↓

Launch of investigation on subsidised electric cars from China
 http://europa.eu/!DGwTFJ
Agreement to massively reduce greenhouse gas emissions
 http://europa.eu/!Q64M3Y
Further support for Armenia
 http://europa.eu/!GwVgg9",45314.0,,,,,,,1
1310,0,,,14021,1,0,0,2024-06-14,"Aprecio mucho la llamada telefónica que tuve ayer con la presidenta electa de México 
@Claudiashein
. Noruega y México son socios cercanos en muchos temas críticos. Esperamos estrechar nuestra cooperación en materia de cambio climático, transición verde y océanos.","71 replies, 121 reposts, 429 likes, 4 bookmarks, 151446 views",,jonasgahrstore,71.0,121.0,429.0,4.0,151446.0,es,"I appreciate the phone call that I had yesterday with the elected president of Mexico 
@Claudiashein
. Norway and Mexico are close partners in many critical issues. We hope to strengthen our cooperation in climate change, green transition and oceans.",,Jonas Gahr Støre,,,,,,1
1311,1,this visit,"many contracts that will be concluded by Polish companies in the future and the increased presence here in the technology sector, renewable energy sources and co -col. IT",91178,1,0,0,2023-03-07,"Prezydent 
@AndrzejDuda
 w #AbuZabi: Mam nadzieję, że ta wizyta zaowocuje wieloma kontraktami, które zostaną zawarte przez polskie firmy w przyszłości i zwiększoną  obecnością tutaj w sektorze technologicznym, odnawialnych źródeł energii i współpr. informatycznej.","70 replies, 42 reposts, 274 likes, 58504 views",https://x.com/prezydentpl/status/1633128058809995267/photo/1,prezydentpl,70.0,42.0,274.0,,58504.0,pl,"President 
@Andrzejduda
 In #abuzabi: I hope that this visit will result in many contracts that will be concluded by Polish companies in the future and the increased presence here in the technology sector, renewable energy sources and co -col. IT.",260898.0,,,,,,,1
1312,0,,,206175,1,0,0,2022-02-04,"Welcomed @TimmermansEU to #Bratislava. To reach #net-zero, we must act already in this make-or-break decade. It is our responsibility to save the planet for #young generation. We agreed that green transition must be fair and inclusive.","30 replies, 18 reposts, 238 likes",https://x.com/ZuzanaCaputova/status/1489577958801129479/photo/1,ZuzanaCaputova,30.0,18.0,238.0,,,en,"Welcomed @TimmermansEU to #Bratislava. To reach #net-zero, we must act already in this make-or-break decade. It is our responsibility to save the planet for #young generation. We agreed that green transition must be fair and inclusive.",,,,,,,,1
1313,0,,,26203,1,0,0,2023-12-02,"To stay the course, the world must triple renewable energy globally by 2030 – and improve energy efficiency while phasing out fossil fuels.

I urge all countries to commit to this goal, push for an ambitious negotiation outcome and strengthen national targets. 4/","2 replies, 4 reposts, 43 likes, 1 bookmark, 493 views",,kajakallas,2.0,4.0,43.0,1.0,493.0,en,"To stay the course, the world must triple renewable energy globally by 2030 – and improve energy efficiency while phasing out fossil fuels.

I urge all countries to commit to this goal, push for an ambitious negotiation outcome and strengthen national targets. 4/",,Kaja Kallas,High Representative and VP for Foreign Affairs and Security Policy,01/12/2024,,@kajakallas,@EU_Commission,1
1314,0,,,233930,1,0,0,2022-07-04,"Taxonomy (debate Tue, vote Wed)
MEPs vote on Commission proposal classifying gas and nuclear as energy sources contributing to climate change mitigation.","1 reply, 1 repost, 1 like",,jduch,1.0,1.0,1.0,,,en,"Taxonomy (debate Tue, vote Wed)
MEPs vote on Commission proposal classifying gas and nuclear as energy sources contributing to climate change mitigation.",,,,,,,,1
1315,0,,,64275,1,0,0,2023-08-22,"Thanks for your contribution and best luck, dear @TimmermansEU!!
Thanks for your engagement and dedication to  EU climate action, including Fx55 and international cooperation on climate.","16 reposts, 63 likes, 2 bookmarks, 4747 views",,Teresaribera,,16.0,63.0,2.0,4747.0,en,"Thanks for your contribution and best luck, dear @TimmermansEU!!
Thanks for your engagement and dedication to  EU climate action, including Fx55 and international cooperation on climate.",190776.0,,,,,,,1
1316,0,,,34440,1,0,0,2023-09-16,"Starea Uniunii Europene 2023, noua componență a Parlamentului European, sursele de energie regenerabilă, producția UE de materii prime critice și achizițiile comune de echipamente de apărare sunt câteva dintre temele discutate săptămâna aceasta în plenul PE. 
Aflați mai multe ","1 repost, 5 likes, 329 views",,Europarl_RO,,1.0,5.0,,329.0,ro,"The state of the European Union 2023, the new composition of the European Parliament, the sources of renewable energy, the production of the EU critical raw materials and the common purchases of defense equipment are some of the topics discussed this week in the Pleum on. 
Learn more",102259.0,,,,,,,1
